"Status code","Status","Links"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/sustainability/people/diversity.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/careers/campus-programs.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/careers/locations.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/careers/work-at-corning.html"
"200","Success link","https://corningjobs.corning.com/"
"200","Success link","https://www.corning.com/worldwide/en/contact-us.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/contact-us.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/contact-us.html#location"
"200","Success link","https://www.corning.com/worldwide/en/about-us/company-profile.html"
"200","Success link","https://www.corning.com/worldwide/en/about-us/company-profile.html"
"200","Success link","https://www.corning.com/worldwide/en/careers.html"
"200","Success link","https://www.corning.com/worldwide/en/contact-us.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/cookies.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/disclosure-statements.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/legal-notices.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/patent-notices.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/privacy-policy.html"
"200","Success link","https://www.corning.com/worldwide/en/cookies.html"
"403","Broken link","https://www.onetrust.com/products/cookie-consent/"
"200","Success link","https://www.corning.com/worldwide/en/cookies.html"
"number of broken links:","5"
"number of success links:","161"
"Total number of links:","166"
